line,station,property_name,bedrooms,livingrooms,building_area,directions1,directions2,decoration,has_elevator,hml,building_height,building_year,building_style,building_location,price_sqm,price_ttl,house,house2
6号线,上海儿童医学中心,中远行家,1,1,68.92,南,,简装,1,高,28,2004,板楼,塘桥,66745,460,0,0
4号线,上海体育馆,金谷园,2,1,60.08,南,北,精装,0,高,6,1996,板楼,万体馆,76565,460,0,0
5号线南延伸段,江川路,东江小区,2,1,50.39,南,北,简装,0,高,6,1985,板楼,老闵行,34730,175,0,0
1号线,黄陂南路,马当小区,2,1,62.09,南,,精装,1,高,27,1992,塔楼,新天地,95024,590,0,0
1号线,黄陂南路,南昌花苑,3,2,151,南,,精装,0,中,7,1999,板楼,淮海中路,122517,1850,0,0
6号线,博兴路,金桥新村四街坊(长岛路1201弄),2,1,71.88,南,,简装,0,高,6,1997,板楼,金桥,52310,376,0,0
9号线,陆家浜路,永业公寓,2,2,106.17,南,,简装,1,中,11,2003,板楼,五里桥,120562,1280,0,0
3号线,淞发路,华浜二村,2,1,77.45,南,,简装,0,中,6,1998,板楼,淞南,43900,340,0,0
13号线,淮海中路,艾格美国际公寓,2,2,139.25,南,西南,精装,1,低,32,2006,板楼,南京西路,94794,1320,0,0
10号线(新江湾城-虹桥火车站),南京东路,联富假日公寓,2,1,69.56,南,,简装,1,中,24,2007,塔楼,西藏北路,81225,565,0,0
8号线,黄兴路,控江路1200弄,1,1,30.05,南,,简装,0,中,5,2010,板楼,控江路,90849,273,0,0
8号线,黄兴路,延吉一村,1,1,33.1,南,,简装,0,高,6,1981,板楼,控江路,54381,180,0,0
4号线,中山公园,虹桥馨苑,2,2,114.22,南,,简装,1,低,18,2003,板楼,中山公园,63037,720,0,0
11号线(嘉定北-迪士尼),御桥,地杰国际城E欧泊时光,4,2,149,南,,简装,1,高,18,2007,板楼,御桥,63088,940,0,0
11号线(嘉定北-迪士尼),三林东,三林苑,2,1,70.84,南,,简装,0,高,6,1995,板楼,三林,50819,360,0,0
10号线(新江湾城-虹桥火车站),国权路,市益大楼,3,1,129.52,暂无数据,,精装,1,高,17,1998,塔楼,五角场,61767,800,0,0
13号线,长寿路,常澳馨苑,2,1,52.06,南,,简装,0,高,6,1983,板楼,长寿路,69151,360,0,0
9号线,陆家浜路,惠德公寓,2,2,83.99,西南,,精装,0,高,7,1995,板楼,老西门,77391,650,0,0
9号线,台儿庄路,金桥湾清水苑,2,1,69.08,南,,精装,0,高,6,1998,板楼,金桥,60800,420,0,0
12号线,宁国路,珠江香樟南园,2,2,93.29,南,,简装,1,低,18,2006,板楼,周家嘴路,73963,690,0,0
10号线(新江湾城-虹桥火车站),水城路,东湖小区,2,1,72.87,南,,精装,0,中,6,1997,板楼,古北,87279,636,0,0
6号线,民生路,山水国际,2,2,114.68,南,,精装,1,中,16,2006,板楼,源深,104639,1200,0,0
16号线,龙阳路,花木新村,3,1,110.36,南,,简装,0,中,6,1994,板楼,北蔡,48931,540,0,0
11号线(花桥-三林),徐家汇,龙山新村,1,1,39.32,南,,精装,0,高,6,1982,板楼,万体馆,76298,300,0,0
13号线,长寿路,玉城宝都大厦,2,1,109.84,东南,,精装,1,中,26,1998,塔楼,长寿路,65550,720,0,0
4号线,上海体育场,裕德大厦,2,1,89.39,北,,精装,1,低,24,1997,塔楼,徐家汇,81665,730,0,0
8号线,人民广场,化工小区(静安),1,1,41.15,南,北,精装,0,中,8,1987,板楼,南京西路,99636,410,0,0
8号线,延吉中路,沧州路180弄,2,1,57.67,南,,精装,0,高,6,1987,板楼,黄兴公园,78031,450,0,0
10号线(新江湾城-虹桥火车站),虹桥路,中东小区,2,1,51.55,南,,精装,0,低,6,1980,板楼,新华路,64986,335,0,0
10号线(新江湾城-航中路),龙柏新村,风度国际,4,2,176.86,南,北,精装,1,中,11,2005,板楼,金汇,74636,1320,0,0
4号线,鲁班路,铁道路676-684号,1,1,37.19,南,,精装,0,高,7,1986,板楼,世博滨江,75290,280,0,0
13号线,世博会博物馆,新华南园大厦,2,1,73.97,南,,精装,1,低,31,2004,塔楼,世博滨江,87874,650,0,0
5号线南延伸段,西渡,果园小区,1,1,37.38,南,,简装,0,低,6,1996,板楼,西渡,26218,98,0,0
3号线,东宝兴路,长信公寓,3,1,110.69,南,,简装,1,高,18,1998,板楼,西藏北路,62337,690,0,0
13号线,下南路,大华锦绣华城(十九街区)(公寓),2,2,86.95,南,,精装,1,低,11,2003,板楼,北蔡,73376,638,0,0
9号线,佘山,新凯一期,3,2,92.95,南,,简装,0,高,6,2006,板楼,泗泾,35503,330,0,0
11号线(花桥-三林),上海西站,真华路157弄,1,2,77.75,南,,精装,1,中,7,2000,板楼,万里,57878,450,0,0
16号线,周浦东,海尚乐苑,2,1,78.48,南,北,毛坯,1,高,14,2010,板楼,康桥,41412,325,0,0
8号线,曲阳路,欧四小区,2,1,61.1,南,,简装,0,高,6,1991,板楼,鲁迅公园,65303,399,0,0
1号线,上海马戏城,上大东村,1,1,33.79,南,,简装,1,中,6,1987,板楼,闸北公园,65109,220,0,0
13号线,长清路,上钢八九村,2,1,59.43,南,,简装,0,高,6,1983,板楼,世博,51826,308,0,0
9号线,肇嘉浜路,小木桥路101弄,2,1,68.51,西南,,精装,0,高,6,1995,板楼,斜土路,67144,460,0,0
6号线,华夏西路,翰城国际,3,2,113,南,北,精装,1,高,13,2004,板楼,三林,63275,715,0,0
11号线(嘉定北-迪士尼),嘉定西,合景叠翠峰苑,2,1,83,南,,精装,1,高,18,2013,板楼,菊园新区,31928,265,0,0
7号线,东安路,科乐苑,2,2,94.49,南,,精装,1,低,22,1995,板楼,徐家汇,84666,800,0,0
13号线,东明路,上南十二村,2,1,50.39,南,,简装,0,中,6,1994,板楼,世博,52590,265,0,0
8号线,鞍山新村,鞍山四村第三小区,1,0,29.98,东,北,其他,0,中,5,1988,板楼,鞍山,68379,205,0,0
1号线,新闸路,中心铂庭,1,1,46.6,东南,,简装,1,高,27,2010,板楼,西藏北路,42919,200,0,0
11号线(花桥-三林),上海西站,万里真金苑,3,2,157,南,,简装,1,低,18,2001,板楼,万里,47134,740,0,0
11号线(花桥-三林),徐家汇,徐家汇花园,1,2,85.48,东,西,精装,1,中,8,2000,板楼,徐家汇,83646,715,0,0
10号线(新江湾城-虹桥火车站),南京东路,中福世福汇,1,1,59.46,东,,简装,1,中,31,2004,塔楼,南京东路,53818,320,0,0
9号线,曹路,金钻苑,1,1,53.5,南,,精装,0,高,6,2009,板楼,曹路,42057,225,0,0
5号线南延伸段,西渡,浦江花园,3,2,122.16,南,,简装,0,高,6,2000,板楼,西渡,22103,270,0,0
7号线,云台路,上南五村,2,1,64.74,南,,简装,0,中,6,1987,板楼,世博,57925,375,0,0
4号线,上海体育场,龙山新村,3,2,97.34,南,,精装,0,中,6,1953,板楼,万体馆,70372,685,0,0
4号线,中潭路,中远两湾城,3,2,128.81,南,北,精装,1,高,34,2001,塔楼,中远两湾城,71424,920,0,0
13号线,长清路,上钢三村,1,1,46.72,南,,简装,0,中,6,1984,板楼,世博,51370,240,0,0
10号线(新江湾城-虹桥火车站),老西门,明日星城,5,3,217.33,南,,精装,1,低,34,2002,板楼,董家渡,82824,1800,0,0
9号线,松江大学城,绿地蔷薇九里(公寓),3,2,130,南,,精装,1,高,12,2011,板楼,松江大学城,44231,575,0,0
3号线,赤峰路,建工天峰公寓,1,1,43.41,南,,简装,0,高,6,1991,板楼,曲阳,88229,383,0,0
6号线,民生路,西镇小区(浦东),1,1,33.43,南,,其他,0,中,6,1991,板楼,洋泾,68801,230,0,0
9号线,世纪大道,竹园新村(浦东),2,1,54.11,南,北,精装,0,高,6,1988,板楼,源深,79468,430,0,0
12号线,陕西南路,汾阳路9弄,1,1,35,南,,精装,0,低,5,1981,板楼,衡山路,158572,555,0,0
1号线,共康路,好家园,3,2,117.28,南,,简装,1,高,18,2009,板楼,通河,65655,770,0,0
13号线,祁连山南路,金丰新村,2,1,47.13,南,,简装,0,低,6,1994,板楼,丰庄,50499,238,0,0
9号线,中春路,万兆家园(三期),3,2,100,南,,简装,0,高,6,2002,板楼,七宝,55500,555,0,0
8号线,鞍山新村,双辽支路70弄,1,1,38.56,南,,精装,1,高,7,1989,板楼,鞍山,52646,203,0,0
3号线,殷高西路,幸之苑,3,2,136.55,南,,简装,1,中,18,2001,板楼,高境,53827,735,0,0
9号线,陆家浜路,百花公寓,2,2,108.96,东,南,精装,1,高,29,2001,板楼,蓬莱公园,78011,850,0,0
5号线,颛桥,金铭文博水景(公寓),2,2,93.35,南,,简装,1,中,14,2013,板楼,颛桥,56776,530,0,0
7号线,昌平路,金家巷西弄,1,1,36.77,南,,简装,0,低,6,1977,板楼,曹家渡,131902,485,0,0
13号线,东明路,昌四小区,2,1,55.36,南,,精装,0,中,6,1996,板楼,世博,54191,300,0,0
7号线,东安路,江南新村(徐汇),2,2,76.47,南,,其他,0,高,5,1957,板楼,斜土路,69309,530,0,0
3号线,漕溪路,龙呈家园,1,1,52.29,南,,简装,0,中,6,1996,板楼,龙华,65979,345,0,0
12号线,虹莘路,皇都花园,3,3,161.49,南,,精装,1,高,12,2010,板楼,七宝,82978,1340,0,0
10号线(新江湾城-虹桥火车站),四川北路,虹叶花苑,3,2,173.08,南,,精装,1,低,8,1997,板楼,四川北路,58933,1020,0,0
11号线(花桥-三林),徐家汇,天平小区,2,1,62.64,西北,,简装,1,低,18,1995,塔楼,徐家汇,103768,650,0,0
10号线(新江湾城-虹桥火车站),邮电新村,天宝西路252弄,1,1,31.83,南,,简装,0,中,5,1957,板楼,曲阳,47126,150,0,0
浦江线,浦航路,欣佳宝邸,2,2,76.76,南,北,毛坯,1,高,7,2011,板楼,浦江,33872,260,0,0
1号线,呼兰路,宝宸怡景园,3,2,89.15,南,,其他,1,高,14,2011,板楼,共康,67303,600,0,0
9号线,宜山路,玉兰花苑,2,1,77,南,,精装,1,低,23,1992,塔楼,徐家汇,90910,700,0,0
10号线(新江湾城-虹桥火车站),水城路,御翠豪庭,4,3,436.7,南,北,精装,1,低,22,2008,板楼,古北,91597,4000,0,0
6号线,高青路,吉利名苑,4,2,79.98,南,北,精装,0,高,6,2009,板楼,三林,73769,590,0,0
浦江线,东城一路,浦江馨都,1,1,55.65,南,,毛坯,1,高,11,2013,板楼,浦江,32885,183,0,0
3号线,江杨北路,乐业二村,2,1,52.96,南,,精装,0,低,6,1995,板楼,月浦,37765,200,0,0
4号线,临平路,香港丽园,1,2,82.44,南,,其他,1,中,28,2001,塔楼,临平路,77633,640,0,0
2号线,世纪公园,牡丹小区(浦东),1,1,48.84,南,,精装,0,高,6,1997,板楼,花木,77806,380,0,0
10号线(新江湾城-虹桥火车站),宋园路,安顺小区,1,1,41.42,南,,简装,0,中,6,1984,板楼,虹桥,65186,270,0,0
11号线(花桥-三林),上海游泳馆,嘉汇广场,2,2,116.97,西南,,简装,1,低,33,1997,塔楼,徐家汇,53689,628,0,0
12号线,隆昌路,明月坊,2,1,69.24,西南,,简装,1,中,34,2013,塔楼,周家嘴路,64847,449,0,0
11号线(花桥-三林),交通大学,康平路95号,2,1,62.79,南,,简装,0,中,6,1989,板楼,衡山路,114668,720,0,0
1号线,延长路,利丰苑,2,2,94.58,南,北,精装,0,中,7,2000,板楼,大宁,65025,615,0,0
9号线,陆家浜路,明日星城,2,2,96,南,,简装,1,高,34,2002,板楼,董家渡,100000,960,0,0
11号线(花桥-三林),徐家汇,光启公寓,2,2,116.45,南,,简装,1,高,18,1997,塔楼,徐家汇,77287,900,0,0
13号线,长寿路,大众河滨酒店式公寓,1,1,39.91,暂无数据,,其他,1,高,23,2004,塔楼,长寿路,48860,195,0,0
6号线,博兴路,沪南船舶小区,2,1,59.78,南,,精装,0,高,6,1994,板楼,金桥,54367,325,0,0
10号线(新江湾城-虹桥火车站),同济大学,鞍山路215弄,1,1,38,南,,简装,0,中,5,1980,板楼,鞍山,61843,235,0,0
7号线,杨高南路,由由一村,2,1,50.71,南,,其他,0,中,6,1994,板楼,北蔡,53244,270,0,0
4号线,临平路,临平路250弄,1,0,33.25,北,,精装,0,高,6,1988,板楼,临平路,93234,310,0,0
8号线,江浦路,汽车公寓小区,2,2,104.38,南,,简装,1,高,24,1997,板楼,周家嘴路,60357,630,0,0
5号线南延伸段,江川路,星河景苑,1,1,57.58,南,,精装,1,中,17,2010,板楼,老闵行,44287,255,0,0
10号线(新江湾城-虹桥火车站),虹桥路,安顺小区,1,1,41.42,南,,简装,0,中,6,1984,板楼,虹桥,65186,270,0,0
10号线(新江湾城-虹桥火车站),海伦路,多伦多公馆,1,0,49.07,东,,精装,1,高,22,1995,塔楼,四川北路,36683,180,0,0
7号线,静安寺,镇宁路465弄,3,1,69.23,南,,简装,0,高,7,1989,板楼,镇宁路,83779,580,0,0
10号线(新江湾城-虹桥火车站),南京东路,中福城,2,2,93.55,南,,精装,1,低,17,2002,板楼,南京东路,104757,980,0,0
8号线,中兴路,凯鹏国际大厦,2,2,115.72,西南,,精装,1,低,25,2000,塔楼,西藏北路,50813,588,0,0
9号线,星中路,秀枫翠谷,2,1,76.82,南,,简装,0,低,6,1994,板楼,七宝,57928,445,0,0
13号线,武宁路,新都城公寓,2,2,112.98,南,,精装,1,高,23,2002,塔楼,曹家渡,77890,880,0,0
9号线,蓝天路,香山新村西南街坊,3,1,76.59,南,,简装,0,中,6,1999,板楼,金杨,56144,430,0,0
9号线,松江大学城,三湘四季花城,3,2,124,南,,毛坯,1,低,14,2006,板楼,松江大学城,41049,509,0,0
11号线(花桥-三林),三林,三林新村(永泰路468弄),2,1,83.93,南,,精装,1,中,18,2009,板楼,三林,50638,425,0,0
8号线,中兴路,长城苑,1,2,78.41,南,,精装,1,低,28,2000,塔楼,西藏北路,63768,500,0,0
12号线,巨峰路,伟业金锦苑二村,1,1,57.16,南,,精装,0,高,6,2003,板楼,金桥,53359,305,0,0
1号线,外环路,东苑利景花苑,6,4,130.55,南,,精装,1,高,9,2003,板楼,莘庄,70472,920,0,0
5号线,颛桥,剑桥馨苑,3,2,123.07,南,,精装,1,中,8,2006,板楼,颛桥,49972,615,0,0
13号线,南京西路,艾格美国际公寓,2,1,100.69,南,,精装,1,中,32,2006,板楼,南京西路,114212,1150,0,0
10号线(新江湾城-虹桥火车站),海伦路,馨虹苑,2,2,117.8,南,,简装,1,低,18,2003,板楼,北外滩,69610,820,0,0
10号线(新江湾城-虹桥火车站),虹桥路,延西小区,2,1,46.82,南,,简装,0,中,6,1990,板楼,新华路,62581,293,0,0
10号线(新江湾城-虹桥火车站),海伦路,阳光前景,5,2,225.49,南,,精装,1,高,32,2003,板楼,北外滩,88696,2000,0,0
2号线,北新泾,河风丽景,2,2,88.33,南,,精装,1,低,19,2004,板楼,天山,85475,755,0,0
3号线,赤峰路,东五小区(虹口),2,0,64.9,东南,南,简装,1,中,24,1989,塔楼,曲阳,70571,458,0,0
11号线(花桥-三林),枫桥路,普陀四村,1,0,38.23,南,,毛坯,0,中,6,1978,板楼,武宁,74549,285,0,0
9号线,漕河泾开发区,上虹新村,2,1,54.22,南,,简装,0,高,6,1995,板楼,金虹桥,52564,285,0,0
3号线,大柏树,友谊二村,1,1,39.34,南,,精装,0,高,5,1963,板楼,凉城,53381,210,0,0
8号线,西藏北路,绿洲雅宾利花园(二期),2,2,109.14,南,西,精装,1,低,25,2010,板楼,西藏北路,102621,1120,0,0
12号线,东兰路,新园大楼,2,2,88.75,东南,,精装,1,低,24,1996,塔楼,古美,49578,440,0,0
13号线,下南路,大华锦绣华城(十八街区)(公寓),4,2,164.19,南,,简装,1,高,20,2006,板楼,北蔡,74914,1230,0,0
12号线,东陆路,东波苑二街坊,3,1,92,南,,简装,0,高,6,1998,板楼,金桥,45435,418,0,0
8号线,黄兴路,东方名园,3,2,115.9,南,北,精装,1,低,12,2003,板楼,控江路,74202,860,0,0
9号线,台儿庄路,民航大厦,1,2,98,西,,精装,1,高,38,2005,塔楼,碧云,31633,310,0,0
12号线,顾戴路,江南星城,2,2,87.02,南,,精装,0,中,6,2005,板楼,古美,65503,570,0,0
12号线,虹莘路,新时代花园,3,2,121,南,,简装,0,高,6,2002,板楼,古美,54959,665,0,0
8号线,曲阳路,赤峰小区,2,1,64.69,南,,精装,1,低,24,1988,塔楼,曲阳,57042,369,0,0
7号线,顾村公园,菊泉新城(陆翔路358弄),2,1,72.11,南,,精装,0,低,5,2005,板楼,顾村,40910,295,0,0
9号线,陆家浜路,独立时代,1,0,36.34,南,,简装,1,高,24,2005,塔楼,蓬莱公园,54486,198,0,0
8号线,延吉中路,控江东三村,1,1,34.7,南,,简装,0,中,6,1993,板楼,黄兴公园,57637,200,0,0
9号线,七宝,万科城市花园,1,1,41.52,南,,简装,0,中,6,1994,板楼,七宝,62621,260,0,0
8号线,曲阳路,密云路471弄,1,1,37.36,南,,简装,0,高,6,1983,板楼,曲阳,61564,230,0,0
8号线,西藏南路,黄浦新苑(公寓),2,1,90.82,南,,精装,1,高,33,2001,板楼,蓬莱公园,95794,870,0,0
4号线,中潭路,城公大厦,2,2,112.63,东南,,简装,1,高,21,1997,塔楼,光新,55936,630,0,0
8号线,黄兴路,黄兴路1019弄,1,0,37.5,南,,精装,0,低,6,1985,板楼,控江路,60000,225,0,0
13号线,长清路,上南三村,2,1,52.19,南,,精装,0,高,6,1984,板楼,世博,60932,318,0,0
1号线,通河新村,通河四村,1,1,40.53,南,,简装,0,高,6,1988,板楼,通河,43919,178,0,0
11号线(花桥-三林),南翔,新城公馆,1,1,59.45,南,,精装,1,高,13,2012,塔楼,南翔,29437,175,0,0
10号线(新江湾城-航中路),龙柏新村,龙柏一村,2,1,67.76,南,,简装,0,高,6,1997,板楼,龙柏,53867,365,0,0
11号线(花桥-三林),上海汽车城,绿地时代名邸,2,2,84.5,南,,其他,1,低,11,2015,板楼,白鹤,22486,190,0,0
10号线(新江湾城-虹桥火车站),国权路,兴平昌苑,3,2,137.29,南,北,精装,1,中,17,2005,板楼,五角场,69197,950,0,0
11号线(嘉定北-迪士尼),嘉定北,城中路203弄,1,1,35.12,南,,简装,0,高,6,1981,板楼,嘉定老城,34169,120,0,0
6号线,北洋泾路,泾栖小区,2,1,58.81,南,,简装,0,中,7,1994,板楼,洋泾,68866,405,0,0
7号线,刘行,馨佳园(菊盛路851弄),2,2,74,南,北,毛坯,1,中,18,2011,板楼,顾村,41892,310,0,0
17号线,汇金路,宜达新居,3,2,136,南,,精装,1,中,11,2006,板楼,夏阳,30515,415,0,0
8号线,人民广场,华盛大公馆,3,2,158.21,南,,精装,1,高,32,2004,板楼,人民广场,101132,1600,0,0
13号线,长寿路,春江小区(静安),3,0,69.45,南,,精装,0,低,6,1982,板楼,曹家渡,82074,570,0,0
10号线(新江湾城-虹桥火车站),四平路,密云小区,2,1,66.84,北,,简装,1,高,18,1989,塔楼,鞍山,71814,480,0,0
8号线,江浦路,凤城三村,1,0,33.91,南,,简装,0,中,5,1975,板楼,控江路,51608,175,0,0
12号线,漕宝路,田林十二村,2,1,50,南,,简装,0,高,6,1985,板楼,田林,82000,410,0,0
11号线(花桥-三林),南翔,绿地清猗园(威廉公馆),3,2,106.33,南,北,精装,1,低,22,2014,板楼,南翔,49375,525,0,0
13号线,祁连山南路,泰宸苑,2,2,86,南,北,精装,0,中,7,1998,板楼,长征,54652,470,0,0
4号线,浦东大道,崂山四村,1,1,35.43,南,,简装,0,中,5,1958,板楼,陆家嘴,64917,230,0,0
12号线,虹漕路,桂平小区,1,1,51.82,南,,精装,0,高,6,1996,板楼,康健,60788,315,0,0
9号线,宜山路,中凯城市之光(徐汇),4,2,403.91,南,,精装,1,低,33,2012,板楼,徐家汇,106460,4300,0,0
12号线,爱国路,爱国二村,2,1,48.47,南,北,精装,0,低,6,1986,板楼,周家嘴路,59831,290,0,0
11号线(嘉定北-迪士尼),嘉定北,梅园新村(嘉定),1,1,46.54,南,,毛坯,0,低,6,1984,板楼,嘉定老城,29223,136,0,0
2号线,世纪公园,樱花坊,2,2,77.65,南,北,精装,0,低,6,1995,板楼,花木,84997,660,0,0
13号线,南京西路,泰府名邸,3,2,145.24,南,,精装,1,低,28,2008,板楼,南京西路,113606,1650,0,0
8号线,鞍山新村,鞍山六村,1,0,33.21,南,,毛坯,0,中,5,1970,板楼,鞍山,61729,205,0,0
8号线,延吉中路,台益公寓,4,1,121.3,南,,简装,1,低,24,1998,塔楼,黄兴公园,56719,688,0,0
6号线,德平路,张杨花苑,3,2,147.64,南,,精装,1,中,14,2000,板楼,洋泾,71119,1050,0,0
12号线,大木桥路,远雄徐汇园,1,2,74.96,南,,其他,1,低,25,2012,塔楼,斜土路,109392,820,0,0
5号线南延伸段,东川路,鹤北新村,3,1,70.63,南,,简装,0,中,6,1994,板楼,老闵行,38936,275,0,0
10号线(新江湾城-虹桥火车站),伊犁路,东方明珠小区,2,2,94.58,南,北,精装,0,中,6,1996,板楼,金虹桥,62382,590,0,0
11号线(嘉定北-迪士尼),浦三路,康花新村,2,2,68.39,南,北,简装,0,低,6,1996,板楼,三林,35971,246,0,0
9号线,星中路,海上新村,2,1,82.4,南,,其他,0,高,6,1998,板楼,古美,52792,435,0,0
8号线,大世界,露香园,3,2,183.82,南,,精装,1,高,15,2014,板楼,豫园,125123,2300,0,0
2号线,东昌路,崂山二村,1,1,37.17,南,,精装,0,中,4,1958,板楼,陆家嘴,63224,235,0,0
8号线,黄兴公园,营口路788弄,2,1,68,南,北,精装,0,高,6,2000,板楼,黄兴公园,64706,440,0,0
6号线,外高桥保税区北,学前一村,1,1,38.48,南,,其他,0,低,6,1987,板楼,外高桥,47558,183,0,0
12号线,龙漕路,龙吴路13弄,2,1,42.69,南,,简装,0,高,6,1990,板楼,万体馆,67932,290,0,0
8号线,中兴路,天晋小区,3,2,105.23,南,,精装,1,低,24,1997,塔楼,西藏北路,69372,730,0,0
7号线,大华三路,灵芝公寓,2,1,64.04,南,,其他,0,低,6,1989,板楼,甘泉宜川,49969,320,0,0
3号线,东宝兴路,申桂公寓,3,2,134.08,南,,其他,1,中,24,1999,塔楼,西藏北路,61158,820,0,0
7号线,高科西路,临沂三村,2,1,72.96,南,,精装,1,高,18,1992,塔楼,南码头,60993,445,0,0
9号线,肇嘉浜路,卫星大楼,2,1,72,东北,,简装,1,低,14,1986,塔楼,斜土路,70139,505,0,0
12号线,曲阜路,沪金大楼,2,1,82.65,南,,精装,1,中,26,1995,塔楼,西藏北路,67756,560,0,0
7号线,刘行,馨佳园(菊盛路851弄),1,1,53.71,南,,简装,1,中,16,2011,板楼,顾村,42823,230,0,0
4号线,上海火车站,五月花都荟豪庭,1,2,76.11,南,,精装,1,高,38,2011,板楼,不夜城,82775,630,0,0
12号线,东兰路,古美小区,2,1,55.93,南,,毛坯,1,低,6,1991,板楼,古美,55427,310,0,0
7号线,岚皋路,新体育广场,1,1,47.55,西,,简装,1,中,20,2006,塔楼,光新,26289,125,0,0
6号线,高青路,博学家园,3,1,101,南,北,毛坯,1,低,11,2010,板楼,三林,53466,540,0,0
13号线,南京西路,高尚领域,3,2,112.16,东南,,简装,1,低,38,2011,塔楼,真如,53496,600,0,0
1号线,锦江乐园,古美七村,2,1,67.47,南,,简装,0,高,6,1995,板楼,古美,51875,350,0,0
6号线,上南路,上南路3827弄,2,1,71,南,北,精装,0,低,6,1997,板楼,三林,54226,385,0,0
4号线,中潭路,中远两湾城,4,2,164.6,南,北,精装,1,低,26,2006,板楼,中远两湾城,75942,1250,0,0
10号线(新江湾城-虹桥火车站),五角场,北茶园,2,1,64.79,南,,简装,0,高,6,1998,板楼,五角场,66369,430,0,0
4号线,中山公园,长宁路1600弄,1,1,36.7,南,,其他,1,低,7,1989,板楼,中山公园,65396,240,0,0
10号线(新江湾城-虹桥火车站),同济大学,鞍山四村第三小区,2,1,49.23,南,,简装,0,中,5,1964,板楼,鞍山,52814,260,0,0
13号线,隆德路,普雄馨苑,2,1,67.04,东,,简装,1,低,22,1990,塔楼,武宁,67125,450,0,0
2号线,川沙,绿海家园,2,1,65.5,南,,精装,0,高,6,1995,板楼,川沙,36642,240,0,0
12号线,陕西南路,威海路888弄,1,1,43.09,东,西,精装,0,中,6,1989,板楼,南京西路,92365,398,0,0
6号线,云山路,金桥瑞仕花园,4,3,317.72,南,,精装,0,中,4,2009,板楼,金杨,80260,2550,0,0
7号线,岚皋路,石泉一村,2,1,56.68,南,,简装,0,高,6,1988,板楼,光新,49401,280,0,0
10号线(新江湾城-虹桥火车站),同济大学,铁岭大楼,1,1,40,南,,简装,0,低,5,1978,板楼,鞍山,59500,238,0,0
8号线,黄兴路,凤城二村,2,2,99.09,南,,精装,1,高,7,1996,板楼,控江路,63579,630,0,0
8号线,虹口足球场,绿洲紫荆花园,3,2,150.93,南,,精装,1,中,28,2002,塔楼,鲁迅公园,69569,1050,0,0
6号线,金桥路,金杨新村十街坊,1,0,28.79,南,,简装,0,高,6,1995,板楼,金杨,59049,170,0,0
4号线,上海体育馆,双峰路8弄,2,1,68.31,南,,简装,0,中,7,1988,板楼,徐家汇,65877,450,0,0
6号线,五莲路,江南山水,2,2,95,南,,简装,1,低,11,2001,板楼,金桥,64843,616,0,0
11号线(花桥-三林),徐家汇,零陵小区,1,1,40.85,南,,简装,0,高,6,1983,板楼,徐家汇,74664,305,0,0
13号线,北蔡,紫叶花园,2,1,66.46,南,,精装,0,高,6,1995,板楼,北蔡,51159,340,0,0
7号线,高科西路,浦三路732弄,1,1,35.31,南,,简装,0,低,6,1993,板楼,世博,53810,190,0,0
12号线,杨高北路,东陆新村四街坊,2,1,68.02,南,,精装,0,高,6,1995,板楼,金桥,44105,300,0,0
13号线,丰庄,丰庄十二街坊,1,1,45.63,南,,简装,0,中,6,1997,板楼,丰庄,46680,213,0,0
12号线,杨高北路,华高二村,2,1,77.27,南,,精装,0,低,6,1995,板楼,高行,45296,350,0,0
12号线,大木桥路,东安大楼(徐汇),1,0,36.03,南,,精装,0,高,7,1995,板楼,徐家汇,77714,280,0,0
12号线,嘉善路,瑞金花园,3,2,147.83,东南,,精装,1,中,20,1997,塔楼,打浦桥,78469,1160,0,0
4号线,鲁班路,华丽家族汇景天地(商业类),1,1,82.61,东,,精装,0,中,5,2012,板楼,五里桥,49631,410,0,0
12号线,东兰路,静安新城七区,1,1,45.07,东,,精装,1,中,11,2008,塔楼,静安新城,63901,288,0,0
3号线,江湾镇,君裕公寓,1,1,59.87,东,,其他,0,高,6,1999,板楼,五角场,65142,390,0,0
8号线,曲阳路,玉田新村,1,1,30.07,北,,简装,0,低,6,1957,板楼,曲阳,46226,139,0,0
13号线,淮海中路,卜邻公寓,2,0,61,东,,精装,0,高,6,1936,板楼,淮海中路,100000,610,0,0
7号线,镇坪路,石光小区,3,1,86.65,东,南,精装,1,低,19,1990,塔楼,光新,53088,460,0,0
7号线,云台路,上南五村,1,1,51.15,西,北,简装,1,中,12,1988,板楼,世博,56696,290,0,0
9号线,世纪大道,潍坊七村,1,1,35.24,南,,精装,0,高,6,1983,板楼,潍坊,109251,385,0,0
9号线,桂林路,福苑小区,3,1,107.64,南,,简装,1,中,18,1988,板楼,田林,63174,680,0,0
4号线,上海火车站,中海万锦城(二期),1,1,46.43,东北,,简装,1,中,17,2012,塔楼,不夜城,64614,300,0,0
6号线,浦电路,港驳小区,2,1,60.52,南,,精装,0,高,6,1983,板楼,塘桥,59485,360,0,0
9号线,蓝天路,金杨新村四街坊,2,1,75.6,南,,精装,1,高,7,1994,板楼,金杨,60583,458,0,0
6号线,德平路,罗山六村,1,1,51.15,南,,简装,0,中,6,1994,板楼,金杨,46530,238,0,0
12号线,顾戴路,新时代花园,3,2,117.14,南,,精装,0,中,6,2002,板楼,古美,61465,720,0,0
6号线,博兴路,荷三小区,2,1,57.71,南,,精装,0,中,6,1993,板楼,金桥,52851,305,0,0
